41.63.192.0,41.63.255.255,16384,13/08/10,
41.182.0.0,41.182.255.255,65536,15/07/08,
41.190.96.0,41.190.127.255,8192,27/06/08,
41.205.128.0,41.205.159.255,8192,07/11/06,
41.218.64.0,41.218.127.255,16384,21/04/09,
41.219.64.0,41.219.127.255,16384,20/02/09,
105.232.0.0,105.232.255.255,65536,31/07/12,
154.0.192.0,154.0.255.255,16384,19/07/13,
196.20.0.0,196.20.31.255,8192,03/01/95,
196.44.128.0,196.44.159.255,8192,21/06/01,
196.216.32.0,196.216.63.255,8192,23/08/05,
197.188.0.0,197.188.255.255,65536,07/05/13,
197.233.0.0,197.233.255.255,65536,06/12/12,
197.234.64.0,197.234.127.255,16384,11/06/13,
197.243.128.0,197.243.255.255,32768,01/12/11,

