5.57.128.0,5.57.191.255,16384,01/06/12,Internetia Sp.z o.o.
5.60.0.0,5.60.255.255,65536,05/06/12,Polkomtel Sp. z o.o.
5.134.64.0,5.134.79.255,4096,09/07/12,Stansat Stanislaw Grzesik
5.172.224.0,5.172.255.255,8192,01/08/12,Polkomtel Sp. z o.o.
5.173.0.0,5.173.255.255,65536,30/07/12,P4 Sp. z o.o.
5.174.0.0,5.174.255.255,65536,01/08/12,Polkomtel Sp. z o.o.
5.184.0.0,5.185.255.255,131072,08/08/12,Orange Polska Spolka Akcyjna
5.201.0.0,5.201.127.255,32768,29/08/12,Maria Curie-Sklodowska University
5.206.240.0,5.206.255.255,4096,06/09/12,TOM-NET s.c. Dariusz Koper, Radoslaw Koper
5.226.64.0,5.226.127.255,16384,07/09/12,Netia SA
31.0.0.0,31.1.255.255,131072,05/04/11,Polkomtel Sp. z o.o.
31.2.0.0,31.2.127.255,32768,05/04/11,Polkomtel Sp. z o.o.
31.6.128.0,31.6.255.255,32768,08/04/11,Multimedia Polska S.A.
31.11.128.0,31.11.255.255,32768,14/04/11,VECTRA S.A.
31.42.0.0,31.42.15.255,4096,03/03/11,
31.42.16.0,31.42.31.255,4096,07/03/11,
31.60.0.0,31.63.255.255,262144,25/02/11,Orange Polska Spolka Akcyjna
31.128.0.0,31.128.31.255,8192,02/03/11,
31.130.96.0,31.130.111.255,4096,14/04/11,
31.131.48.0,31.131.63.255,4096,31/05/11,
31.134.48.0,31.134.63.255,4096,14/04/11,
31.135.16.0,31.135.31.255,4096,22/06/11,
31.135.192.0,31.135.207.255,4096,30/06/11,
31.172.176.0,31.172.191.255,4096,23/01/12,Fibertech Networks Sp. z o.o.
31.174.0.0,31.175.255.255,131072,04/04/11,P4 Sp. z o.o.
31.178.0.0,31.179.255.255,131072,22/03/11,ASTER Sp. z.o.o.
31.182.0.0,31.183.255.255,131072,24/03/11,Toya sp.z.o.o
31.186.192.0,31.186.223.255,8192,24/03/11,ASTER Sp. z.o.o.
31.187.0.0,31.187.63.255,16384,24/03/11,ASTER Sp. z.o.o.
37.7.0.0,37.7.255.255,65536,13/12/11,Polkomtel Sp. z o.o.
37.8.192.0,37.8.255.255,16384,14/12/11,VECTRA S.A.
37.30.0.0,37.31.255.255,131072,30/12/11,T-MOBILE POLSKA SPOLKA AKCYJNA
37.47.0.0,37.47.255.255,65536,11/01/12,Orange Polska Spolka Akcyjna
37.98.208.0,37.98.223.255,4096,07/02/12,Polkomtel Sp. z o.o.
37.108.0.0,37.108.255.255,65536,07/02/12,Orange Polska Spolka Akcyjna
37.109.0.0,37.109.255.255,65536,07/02/12,Polkomtel Sp. z o.o.
37.128.0.0,37.128.127.255,32768,16/02/12,Netia SA
37.130.0.0,37.130.63.255,16384,20/02/12,"InterKAM" S.C. ZBIGNIEW KOWALEWSKI, SYLWIA SZCZEPANIK, DOMINIK SZCZEPANIK
37.131.128.0,37.131.159.255,8192,23/02/12,Stream Communications sp. z o.o.
37.131.160.0,37.131.175.255,4096,23/02/12,KSU Provector Mariusz Dziakowicz
37.152.16.0,37.152.31.255,4096,09/03/12,Polkomtel Sp. z o.o.
37.190.128.0,37.190.255.255,32768,21/03/12,Multimedia Polska S.A.
37.202.32.0,37.202.47.255,4096,23/03/12,Nordisk Polska Sp. z o.o.
37.209.128.0,37.209.159.255,8192,30/03/12,Aero 2 sp. z o.o.
37.225.0.0,37.225.255.255,65536,10/04/12,Orange Polska Spolka Akcyjna
37.228.0.0,37.228.63.255,16384,10/04/12,Orange Polska Spolka Akcyjna
37.233.96.0,37.233.111.255,4096,13/04/12,Techstorage sp. z o.o.
37.247.128.0,37.247.255.255,32768,18/04/12,Polkomtel Sp. z o.o.
37.248.0.0,37.249.255.255,131072,18/04/12,Polkomtel Sp. z o.o.
46.20.48.0,46.20.63.255,4096,21/09/10,KSU Provector Mariusz Dziakowicz
46.21.208.0,46.21.223.255,4096,11/11/10,Nette sp. z o.o.
46.22.160.0,46.22.175.255,4096,29/11/10,S-NET Sp. z o.o.
46.36.224.0,46.36.255.255,8192,03/11/10,MASTER sp. z o.o.
46.41.128.0,46.41.191.255,16384,26/07/10,home.pl S.A.
46.45.64.0,46.45.127.255,16384,07/09/10,Sieci Blokowe S.C.
46.76.0.0,46.77.255.255,131072,30/07/10,Polkomtel Sp. z o.o.
46.112.0.0,46.113.255.255,131072,11/05/10,P4 Sp. z o.o.
46.134.0.0,46.134.255.255,65536,08/11/10,Orange Polska Spolka Akcyjna
46.148.0.0,46.148.15.255,4096,01/11/10,
46.148.64.0,46.148.79.255,4096,04/11/10,
46.148.80.0,46.148.95.255,4096,10/11/10,
46.148.144.0,46.148.159.255,4096,16/11/10,
46.148.160.0,46.148.175.255,4096,18/11/10,
46.149.144.0,46.149.159.255,4096,28/12/10,
46.149.208.0,46.149.223.255,4096,11/11/10,
46.149.240.0,46.149.255.255,4096,14/01/11,
46.168.0.0,46.169.255.255,131072,18/11/10,Polkomtel Sp. z o.o.
46.170.0.0,46.171.255.255,131072,01/12/10,Orange Polska Spolka Akcyjna
46.175.224.0,46.175.239.255,4096,14/02/11,
46.186.0.0,46.186.127.255,32768,12/11/10,Multimedia Polska S.A.
46.187.128.0,46.187.255.255,32768,22/11/10,East & West Sp. z o.o.
46.204.0.0,46.205.255.255,131072,27/12/10,T-MOBILE POLSKA SPOLKA AKCYJNA
46.215.0.0,46.215.255.255,65536,18/10/11,Polkomtel Sp. z o.o.
46.228.80.0,46.228.95.255,4096,04/02/11,INEA S.A.
46.228.224.0,46.228.239.255,4096,09/02/11,INOTEL S.A.
46.229.144.0,46.229.159.255,4096,17/02/11,ATM S.A.
46.238.64.0,46.238.127.255,16384,04/02/11,INEA S.A.
46.238.192.0,46.238.255.255,16384,08/02/11,University of Technology and Agriculture in Bydgoszcz
46.239.128.0,46.239.191.255,16384,16/02/11,University of Technology and Agriculture in Bydgoszcz
46.242.128.0,46.242.255.255,32768,27/12/10,home.pl S.A.
46.248.160.0,46.248.191.255,8192,21/12/10,IQ PL Sp. z o.o.
46.250.160.0,46.250.191.255,8192,01/02/11,Maverick Network sp. z o.o
46.253.208.0,46.253.223.255,4096,21/01/11,PROTONET Adrian Ludyga
62.3.160.0,62.3.191.255,8192,14/01/02,Institute of Bioorganic Chemistry Polish Academy of Science, Poznan  Supercomputing and Networking Center
62.21.0.0,62.21.127.255,32768,21/03/00,INEA S.A.
62.29.128.0,62.29.255.255,32768,01/08/01,Energis Polska Sp. z.o.o.
62.61.32.0,62.61.63.255,8192,10/03/08,Stream Communications sp. z o.o.
62.69.192.0,62.69.255.255,16384,27/10/03,Internetia Sp.z o.o.
62.87.128.0,62.87.255.255,32768,28/05/01,Telefonia Dialog sp.z.o.o.
62.89.64.0,62.89.127.255,16384,06/07/01,Netia SA
62.93.32.0,62.93.63.255,8192,26/11/02,Rzeszow University of Technology
62.108.160.0,62.108.191.255,8192,04/12/02,Technical University of Koszalin
62.111.128.0,62.111.255.255,32768,26/11/02,Netia SA
62.121.64.0,62.121.127.255,16384,16/08/01,ASTER Sp. z.o.o.
62.121.128.0,62.121.159.255,8192,27/07/00,CETI s.c.
62.129.192.0,62.129.255.255,16384,14/11/02,home.pl S.A.
62.133.128.0,62.133.159.255,8192,12/10/05,Spoldzielnia Telekomunikacyjna OST
62.141.192.0,62.141.255.255,16384,04/12/02,Multimedia Polska S.A.
62.148.64.0,62.148.95.255,8192,16/06/00,Netia SA
62.152.128.0,62.152.159.255,8192,28/10/08,T-MOBILE POLSKA SPOLKA AKCYJNA
62.181.0.0,62.181.31.255,8192,17/07/00,Warsaw Data Center Sp. z o.o.
62.181.160.0,62.181.191.255,8192,15/03/02,Netia SA
62.233.128.0,62.233.159.255,8192,25/09/00,Netia SA
62.233.160.0,62.233.191.255,8192,24/10/01,Netia SA
62.233.192.0,62.233.255.255,16384,04/02/02,Netia SA
62.244.128.0,62.244.159.255,8192,07/07/00,Netia SA
77.32.0.0,77.33.255.255,131072,13/12/06,Softnet Group Sp. z o.o.
77.45.0.0,77.45.127.255,32768,21/12/06,ASTA-NET S.A.
77.46.0.0,77.46.127.255,32768,28/12/06,Euronet s.c. Norbert Saniewski, Joanna Saniewska
77.55.0.0,77.55.255.255,65536,29/01/07,nazwa.pl S.A.
77.65.0.0,77.65.127.255,32768,17/01/07,INEA S.A.
77.65.128.0,77.65.255.255,32768,19/01/07,Internetia Sp.z o.o.
77.79.192.0,77.79.255.255,16384,14/03/07,ATM S.A.
77.88.128.0,77.88.191.255,16384,15/03/07,Internetia Sp.z o.o.
77.89.64.0,77.89.127.255,16384,23/03/07,Przedsiebiorstwo "PROMAX" Spolka Jawna Zofia Formanek-Mroczkowska Wieslaw Okroj
77.91.0.0,77.91.63.255,16384,23/04/07,Sat Film Sp. z o.o. i Wspolnicy Sp. k.
77.92.32.0,77.92.63.255,8192,13/11/09,Telewizja Kablowa Koszalin sp. z o. o.
77.112.0.0,77.115.255.255,262144,22/12/06,Polkomtel Sp. z o.o.
77.222.224.0,77.222.255.255,8192,18/04/07,VECTRA S.A.
77.223.192.0,77.223.223.255,8192,26/04/07,MNI Telecom S.A.
77.223.224.0,77.223.255.255,8192,18/07/07,MNI Telecom S.A.
77.236.0.0,77.236.31.255,8192,24/01/07,ASTER Sp. z.o.o.
