41.66.0.0,41.66.63.255,16384,17/11/09,
41.189.32.0,41.189.63.255,8192,02/10/08,
41.202.64.0,41.202.95.255,8192,10/08/07,
41.202.96.0,41.202.127.255,8192,20/05/10,
41.202.128.0,41.202.159.255,8192,28/01/09,
41.206.64.0,41.206.95.255,8192,08/03/07,
41.207.0.0,41.207.31.255,8192,04/05/07,
41.207.192.0,41.207.223.255,8192,11/04/06,
105.235.0.0,105.235.127.255,32768,11/09/12,
154.68.0.0,154.68.63.255,16384,29/10/13,
196.47.128.0,196.47.191.255,16384,20/03/06,
196.201.64.0,196.201.95.255,8192,01/12/03,
197.148.192.0,197.148.223.255,8192,05/07/12,
197.159.192.0,197.159.223.255,8192,22/08/11,
197.242.224.0,197.242.239.255,4096,05/07/12,
213.136.96.0,213.136.127.255,8192,06/06/02,

