41.67.0.0,41.67.63.255,16384,07/04/10,
41.95.0.0,41.95.255.255,65536,05/11/09,
41.202.160.0,41.202.191.255,8192,16/02/10,
41.209.64.0,41.209.127.255,16384,31/07/06,
41.218.0.0,41.218.63.255,16384,28/05/09,
41.240.0.0,41.241.255.255,131072,11/07/13,
62.12.96.0,62.12.111.255,4096,11/05/15,
105.238.0.0,105.239.255.255,131072,28/06/12,
154.96.0.0,154.103.255.255,524288,15/01/14,
196.1.192.0,196.1.255.255,16384,18/04/05,
196.29.160.0,196.29.191.255,8192,16/02/10,
196.202.128.0,196.202.159.255,8192,13/07/04,
197.208.0.0,197.209.255.255,131072,21/12/12,
197.251.0.0,197.251.127.255,32768,06/06/11,
197.252.0.0,197.252.255.255,65536,12/06/11,
197.254.192.0,197.254.223.255,8192,04/01/11,
197.254.224.0,197.254.255.255,8192,04/01/11,
212.0.128.0,212.0.159.255,8192,07/04/98,

